any	brain	heart
chr11|104440171|104443173	0.795508548015009	0.748718057352313	0.119087453137362
chr12|80062053|80062764	0.788506243662611	0.430092911228674	0.319741968122356
chr12|31949316|31949919	0.782043731338209	0.393694484992679	0.164678787583959
chr7|37179904|37180171	0.780024852075229	0.582388016721125	0.0943166160551461
chr7|80445469|80446527	0.778428635371331	0.263140701910948	0.341137972775972
chr11|88067081|88069652	0.770499136945018	0.547877245492069	0.149950003075205
chr13|63627263|63627533	0.768536795625298	0.615092948775369	0.0570234286753336
chr17|15247748|15248807	0.765690714827142	0.358068163203854	0.318350622220503
chr11|31670827|31670956	0.76411832406015	0.112811590144676	0.252234859487054
chr2|69585012|69588295	0.762953598749321	0.516356354735293	0.199448213600849
chr7|16400023|16400343	0.747617423199984	0.531518858414478	0.146530813647612
chr12|107979874|107980671	0.746482900665807	0.52248397736909	0.140711803483053
chr2|75704472|75705358	0.746144266387629	0.382662842504256	0.297003997449801
chr11|65787395|65788451	0.744881816007425	0.333732547562132	0.115005249928159
chr1|86433994|86434686	0.743947115060239	0.2695429666587	0.260192591602421
chr2|32095392|32096823	0.743862773679497	0.305183860440576	0.3398190551463
chr12|109508357|109509926	0.742693964623801	0.401352052788872	0.234374387741929
chr9|61468007|61469266	0.739669488092054	0.38677394402702	0.311409439134102
chr3|108166475|108166859	0.7392670140893	0.238266910097337	0.365865637825313
chr1|23256368|23256982	0.738976032024193	0.39581361348526	0.133751721523537
chr14|79480797|79481400	0.73871611710897	0.345287703304848	0.15365427294471
chr14|70765330|70768190	0.73676049173818	0.467201380634996	0.14507780853385
chr2|119305085|119305235	0.73540972885347	0.238445182162459	0.458213787380465
chr11|85829532|85835744	0.7337474532502	0.217628769862262	0.188008473549895
chr6|51076862|51077476	0.733550034625788	0.412996805487519	0.225944479367074
chr5|123137311|123140526	0.732000063510082	0.403437679795371	0.181075774739569
chr15|97824841|97826337	0.731937509246979	0.274884893706761	0.318387224790529
chr16|30063003|30064476	0.730159305006366	0.402774320926887	0.135552887483371
chr17|34120741|34122748	0.725689328130901	0.266490701639125	0.283028784958661
chr2|93891333|93891565	0.724096898177772	0.227786904543005	0.365299144294058
chr17|29355857|29356408	0.723230069739411	0.22647381638218	0.320647114538698
chr3|99251943|99255188	0.72284845211074	0.469834000626413	0.147722058505282
chr19|47908911|47910892	0.722830466576629	0.218690590754448	0.374328433918563
chr18|25548182|25549478	0.722499796236908	0.457104020781708	0.194585343467859
chr14|22679704|22680691	0.722373205377791	0.4301524358602	0.231792873572132
chr16|90385332|90387213	0.720035372355381	0.399893520637936	0.131151526535527
chr11|77685889|77688202	0.719928002792125	0.502789287515615	0.108050846703925
chr4|32238859|32239629	0.719672354093384	0.509754851539061	0.115960257064257
chr13|26154933|26155245	0.719499736816904	0.504882617793222	0.0982918931791159
chr11|116853006|116853848	0.717792372755352	0.381205584245592	0.156472461910692
chr3|34019816|34021727	0.716775735442812	0.496019866256739	0.148594536523315
chr17|47521311|47522200	0.716413743828862	0.274565339159092	0.317215367884377
chr4|82505160|82507769	0.714764257094618	0.499167563622507	0.110843248111452
chr11|60104821|60107026	0.714339994217681	0.23202030103701	0.277591480759179
chr7|79590294|79590627	0.714078980672032	0.21380639300895	0.38250163902056
chr2|92839996|92840307	0.713413676807103	0.160548766390997	0.316305666137376
chr16|94568648|94571869	0.713022697499432	0.511624898970069	0.0971913586950209
chr4|128715331|128716207	0.712803246404723	0.289450277030434	0.284817547824133
chr6|39871288|39872421	0.712240631561168	0.30563367191012	0.155214131940195
chr12|86887966|86888989	0.712226237690477	0.307853628204053	0.162760774110809
chr15|82933179|82933491	0.710771440493091	0.145937187362614	0.453943951859766
chr10|88200880|88201520	0.709097458267241	0.329892959875803	0.213335446612819
chr16|90629044|90630021	0.708947696527007	0.298832102037432	0.267164724439107
chr18|77713660|77714174	0.707911739232205	0.396009223456542	0.138602920633842
chr9|120691180|120691909	0.7078672846967	0.226606356967322	0.310220828449844
chr15|84923105|84924214	0.70778132965221	0.344723443006032	0.203015391525201
chr1|161033902|161035486	0.707025436826839	0.345985765655366	0.215720371672815
chr19|10013973|10014261	0.707004138071136	0.199821037677259	0.311228848507939
chr17|10317268|10319544	0.706016673186769	0.313024326121067	0.147648785060392
chr5|64801718|64804670	0.705878959731847	0.257019099958325	0.202479427245679
chr13|43182714|43182987	0.70543155102101	0.154811910026907	0.218919956489827
chr2|33639358|33642966	0.705324208958725	0.444964669684684	0.116024744842815
chr4|138452725|138456927	0.70466143627829	0.544331018844882	0.126319729298957
chr2|167631936|167632303	0.704653271858099	0.304693695836323	0.183726687806063
chr2|65237649|65239730	0.704615387349892	0.366611810558526	0.130900987939729
chr17|28799991|28801202	0.704033429314958	0.308397481718285	0.177932012950505
chr4|41134815|41136745	0.703866166080229	0.556873676647418	0.12711455890887
chr5|114467140|114467907	0.703778711933905	0.3258117801668	0.191268047855718
chr1|132322715|132323475	0.703247549838769	0.30047053961413	0.220380024658515
chr4|111414820|111415392	0.702446876055696	0.400263388810309	0.137360789435951
chr2|73910532|73911438	0.701901446825149	0.362520137746346	0.221668929188858
chr4|141021057|141021334	0.700310041080575	0.137365861254665	0.413589111405443
chr8|90347198|90348786	0.69982232522966	0.376456559795692	0.140551838617109
chr8|32058991|32059397	0.699759037554728	0.274262615345173	0.0910507605290017
chr1|138840487|138844201	0.699115855906892	0.448532713533283	0.136242927722562
chr12|79879277|79879432	0.698927821277548	0.286231344307088	0.215475448437631
chr5|115436801|115437262	0.698515362287532	0.405804886810801	0.166570972507895
chr5|76303205|76305424	0.698005718707469	0.25027313457001	0.130980909713723
chr2|157887651|157887984	0.697760837391877	0.168316018193006	0.353663197275205
chr10|43527452|43527823	0.697267124809095	0.292373783645574	0.244328681690745
chr13|44730875|44731397	0.697178742819558	0.552146609601608	0.125139526691055
chr12|80114375|80116499	0.696670303341953	0.366040646855891	0.139011383832533
chr10|60592808|60593011	0.696308065616205	0.261095804507439	0.162137793083399
chr9|61673543|61673875	0.696271477770195	0.295447716544555	0.245310101228004
chr14|119893120|119893497	0.69590277123474	0.376240985018193	0.137892113472122
chr2|91195342|91195594	0.695702386399525	0.204822527666461	0.242947584978974
chr1|80339444|80341351	0.694800946226006	0.453527420339413	0.0881255217535687
chr13|95869143|95869534	0.694520454063639	0.301979134559303	0.129976052886002
chr2|33753029|33754237	0.694211274084982	0.148853724592478	0.262078524605785
chr3|8717019|8717360	0.692792268204585	0.355418011553693	0.175911176945545
chr9|56995812|56996220	0.692464387757131	0.207834071623496	0.173307498051735
chr6|5380928|5381131	0.692263527729195	0.400785016344728	0.105194314929575
chr17|83178988|83179831	0.692223339570358	0.156856316026314	0.297174847709664
chr18|73702787|73703642	0.692127475697275	0.419927064343218	0.116871754843068
chr5|142909695|142910010	0.691798202047472	0.114128129002773	0.333035882499178
chr10|8885657|8887035	0.690693850536715	0.287757933600773	0.160851266031847
chr1|155083136|155083719	0.690564613328359	0.360780402821841	0.157903566554595
chr19|53052100|53052714	0.690561766398136	0.221395803460323	0.305744074151728
chr11|80503833|80505334	0.690327727140005	0.237713968700938	0.294201144234135
chr12|73907625|73908083	0.690099460826094	0.3157663512542	0.207121657463133
chr4|106936422|106937145	0.689918940467221	0.128852251663607	0.458161866513116
chr2|157565868|157566753	0.689910260625474	0.242715300508716	0.223641191728741
chr15|103305207|103305539	0.689820247015474	0.266250639786328	0.174445306278783
chr5|65762826|65764979	0.689657872849889	0.376583431424017	0.123307345236305
chr10|122883973|122884438	0.689544526071389	0.320972881482873	0.194147558572653
chr2|59670170|59671073	0.688945396983313	0.152513793181863	0.312748652210527
chr6|28979080|28981565	0.688848249410502	0.235242686910778	0.350592216974286
chr8|22974040|22976356	0.688738241500825	0.387801615760989	0.123234087258747
chr4|95317826|95318184	0.688683670084568	0.173497085683346	0.53505453228743
chr12|111037591|111039411	0.688560637635089	0.287964693113632	0.156081784753182
chr6|8956629|8956865	0.688121440189392	0.342907650713612	0.155050272843113
